origin,destination,amount,type,src_country,dst_country
C4938,M7373,437237.97407760017,CASH_OUT,GB,JP
C6579,M8854,629318.4269224793,CREDIT,ZA,IN
C7654,M3609,863380.471364196,CREDIT,US,GR
C2976,M1495,185462.2136718059,CASH_OUT,FR,FR
C4169,M3562,470181.21064012515,CREDIT,US,BR
C5269,M3335,458009.1208235677,CREDIT,GB,ZA
C1181,M3477,742258.2163904167,DEBIT,AU,JP
C2940,M8856,28678.714131831326,CREDIT,IN,GR
C8751,M2066,915915.8886288393,DEBIT,ZA,JP
C6304,M3204,539161.6992474138,CASH_OUT,BR,IN
C3652,M2412,490642.00578426704,TRANSFER,GB,AU
C7260,M4657,601753.7079582593,DEBIT,AU,GR
C7969,M4341,70190.42564519685,PAYMENT,ZA,AU
C3513,M2645,328576.8331978151,CREDIT,BR,IN
C4426,M8966,420625.88166131126,CASH_OUT,GB,GR
C5615,M7490,93310.01071628026,TRANSFER,ZA,US
C2159,M4907,401301.30366209114,TRANSFER,FR,BR
C1465,M6230,878587.2856090256,DEBIT,US,IN
C8560,M8842,405704.65409186605,CREDIT,IN,BR
C7592,M5718,864449.5173069105,DEBIT,GB,ZA
C8289,M2515,973686.4660862057,CASH_OUT,ZA,GB
C6161,M7227,265276.01554511505,PAYMENT,JP,ZA
C3618,M6530,153125.6290736601,CASH_OUT,GR,ZA
C8437,M6868,201702.11408905254,CREDIT,AU,IN
C7573,M5141,721993.6766010753,CREDIT,BR,AU
C7449,M4289,732002.0757274135,PAYMENT,BR,IN
C8460,M4675,190405.28599701365,CREDIT,ZA,IN
C7341,M3569,55813.753223978056,DEBIT,JP,JP
C4833,M1364,438036.88371355145,TRANSFER,JP,AU
C6729,M5679,731238.7067123658,PAYMENT,AU,BR
C6185,M8341,950359.5275111381,PAYMENT,JP,GR
C3560,M2375,311976.38666089205,PAYMENT,FR,AU
C3523,M2995,969115.9444266997,PAYMENT,GB,AU
C6379,M8065,601440.7326254589,PAYMENT,FR,GR
C7403,M6133,335511.9681501503,DEBIT,ZA,ZA
C1587,M1568,376506.2958681126,CREDIT,AU,FR
C6410,M2012,740710.2984792227,DEBIT,BR,BR
C2933,M3794,205477.3269332836,TRANSFER,GB,BR
C7275,M3203,112508.23596524233,CREDIT,GB,IN
C2578,M5642,593295.7060788485,TRANSFER,AU,GR
C1801,M2243,812572.3530038683,TRANSFER,ZA,US
C3744,M2419,961351.653038268,CASH_OUT,JP,GR
C4077,M2676,908959.7885121793,PAYMENT,IN,FR
C4379,M1309,362655.2294037277,CREDIT,GR,FR
C3891,M2518,961738.9802469915,TRANSFER,IN,BR
C7320,M6024,697589.304192455,DEBIT,JP,ZA
C8202,M8714,309366.83571559325,CASH_OUT,IN,JP
C4282,M1605,766232.7841432529,TRANSFER,FR,AU
C5025,M5390,344457.08414530026,TRANSFER,GR,JP
C3753,M4641,977361.1859197741,TRANSFER,US,AU
C2339,M7991,421843.69618366373,DEBIT,US,ZA
C7242,M7276,929843.301379186,TRANSFER,AU,BR
C1679,M2710,845725.442596842,DEBIT,BR,GR
C2619,M3140,177767.97544469166,TRANSFER,US,GR
C6200,M3747,604208.6485823658,TRANSFER,IN,GR
C8221,M4722,692413.8109446359,TRANSFER,AU,FR
C7727,M1806,79597.7089085061,TRANSFER,AU,US
C2308,M7160,443665.3402180396,PAYMENT,AU,BR
C5922,M1500,916374.583618846,CREDIT,FR,US
C1703,M1200,54002.46150870041,CASH_OUT,BR,IN
C6859,M1457,147778.2958044066,TRANSFER,GB,JP
C5237,M4337,875984.999716637,DEBIT,AU,BR
C1138,M3439,776696.906763165,DEBIT,ZA,BR
C3179,M8305,576498.736691783,TRANSFER,IN,FR
C7252,M1493,204768.27679812541,PAYMENT,IN,BR
C8693,M7614,949269.6722004629,DEBIT,JP,GB
C2657,M2170,515720.23111921386,CASH_OUT,GB,BR
C8080,M3302,317858.2715779905,TRANSFER,JP,US
C5978,M3396,661923.7905393834,TRANSFER,IN,US
C5009,M6453,535659.3272312974,CASH_OUT,JP,JP
C1724,M2706,356184.70316206285,DEBIT,FR,GR
C8192,M7840,873951.6919885895,TRANSFER,IN,GR
C5393,M6282,568106.3732429224,TRANSFER,US,AU
C1610,M5778,972705.5820253595,CREDIT,BR,AU
C4218,M4472,435295.41635574144,CASH_OUT,US,FR
C7979,M4671,860212.5740950912,CREDIT,AU,JP
C8239,M8849,717787.0838240187,TRANSFER,GB,ZA
C5838,M2673,668430.3867349614,DEBIT,AU,IN
C6641,M6845,869422.509917371,PAYMENT,FR,ZA
C4231,M8351,995472.3980380719,DEBIT,BR,GB
C4091,M2276,313209.4039173699,PAYMENT,JP,IN
C1720,M7717,198337.12781485144,PAYMENT,AU,GR
C8765,M1644,352183.69459604984,PAYMENT,GR,US
C3541,M8367,250983.16551117238,CASH_OUT,IN,GR
C1297,M8665,809073.4519185656,DEBIT,ZA,GB
C2061,M5294,456058.83919735986,DEBIT,BR,BR
C6427,M8484,894919.8851558772,PAYMENT,ZA,US
C4337,M8403,870611.7196674802,DEBIT,ZA,IN
C6575,M7450,921359.1214861338,CASH_OUT,JP,AU
C6886,M5027,857119.3029234349,PAYMENT,GB,ZA
C7366,M8404,364748.8114644208,PAYMENT,GB,IN
C5561,M5699,585615.1537509675,CREDIT,GR,IN
C8239,M8424,139850.0537630454,DEBIT,JP,GR
C4770,M1401,292281.82913391263,CREDIT,ZA,FR
C6107,M4562,826708.49563451,TRANSFER,IN,FR
C2777,M4905,808506.5954068924,DEBIT,AU,JP
C5335,M8771,434302.6504173375,TRANSFER,US,AU
C1143,M5774,581073.4475694614,TRANSFER,AU,US
C4413,M2031,536467.3964387984,PAYMENT,JP,AU
C4074,M3525,305834.384323941,PAYMENT,ZA,US
C1212,M3782,888758.5152967917,PAYMENT,BR,GB
C1206,M3239,846591.0824720463,DEBIT,ZA,BR
C2897,M8199,785563.1886295156,CASH_OUT,AU,US
C5022,M6572,558330.3682690606,TRANSFER,JP,FR
C6675,M7790,589426.1148383706,CREDIT,ZA,GR
C5546,M6605,549003.0442793948,TRANSFER,ZA,BR
C5091,M7313,74298.88213723034,CREDIT,JP,ZA
C8018,M5592,742259.3523528734,DEBIT,ZA,BR
C2909,M1642,103372.10083507156,PAYMENT,GB,AU
C2388,M2821,7202.1204270037815,DEBIT,JP,JP
C3492,M6967,202716.86906857367,TRANSFER,BR,GR
C1530,M8855,393750.60897888744,DEBIT,BR,ZA
C3617,M3183,344125.00332419534,CREDIT,GR,JP
C6468,M4514,163154.67798679054,TRANSFER,BR,IN
C8163,M2915,532186.8476407817,CASH_OUT,US,FR
C6320,M2698,622731.0822482331,TRANSFER,IN,FR
C6810,M4930,667621.7324492848,DEBIT,GR,ZA
C5171,M2860,133127.01311500114,CASH_OUT,FR,GB
C2652,M4695,790439.7615021389,CREDIT,AU,GB
C3077,M5798,239856.8827124357,CASH_OUT,AU,GR
C3552,M6347,163183.8039063678,PAYMENT,IN,IN
C5664,M7389,790007.0705918968,DEBIT,IN,BR
C3648,M3154,378077.05957368837,DEBIT,US,US
C4090,M7674,696587.3666405568,TRANSFER,FR,GB
C6544,M1867,188922.6022385976,DEBIT,GR,JP
C5897,M5778,142778.92188072696,CREDIT,BR,GB
C8491,M8260,49766.08798274197,CREDIT,US,BR
C7869,M1454,23240.70232811192,CREDIT,IN,FR
C1123,M5911,15289.260932805755,PAYMENT,AU,FR
C8593,M3743,78171.47745758505,CREDIT,FR,JP
C8390,M8990,493856.0591050735,CREDIT,JP,GR
C4549,M1138,279659.4560929722,PAYMENT,US,US
C2121,M5174,114670.25280789661,DEBIT,BR,FR
C3331,M4671,6786.242764015966,CREDIT,BR,ZA
C2892,M1295,847995.3878170947,CREDIT,GR,GR
C1737,M3429,986927.4939609201,CREDIT,JP,GB
C7224,M4233,146416.22155753814,TRANSFER,AU,AU
C7775,M3706,428379.3273038212,CASH_OUT,AU,GB
C8275,M8252,686568.5686137385,CASH_OUT,US,BR
C1882,M4675,954053.1028102753,DEBIT,US,FR
C6340,M1649,707156.8039738191,DEBIT,BR,ZA
C3070,M1526,695190.2045586418,TRANSFER,FR,GB
C5060,M7013,265074.33940855105,DEBIT,IN,JP
C3372,M3576,213901.4438115332,TRANSFER,GB,IN
C6528,M4881,469735.36477869307,PAYMENT,GB,BR
C3962,M6686,3826.1744455567596,PAYMENT,BR,BR
C6491,M5270,550794.0200374232,CASH_OUT,BR,GB
C6632,M8220,478008.4641420708,CREDIT,GB,GB
C1444,M4578,17818.991059655615,DEBIT,JP,ZA
C1485,M5251,803282.1417107246,CREDIT,JP,AU
C2098,M2062,332090.97354298027,PAYMENT,FR,ZA
C5019,M3203,641663.8999970634,CREDIT,IN,US
C3209,M2848,263069.0539498874,CASH_OUT,ZA,ZA
C3793,M8490,35522.10094369777,CASH_OUT,BR,FR
C8457,M6836,613572.4215069768,DEBIT,AU,GB
C1084,M1305,495280.51185695385,TRANSFER,AU,US
C7850,M7940,225271.94275563443,DEBIT,GB,US
C7828,M1426,97544.84255699771,TRANSFER,FR,IN
C8814,M7804,115931.56705996636,TRANSFER,GB,GR
C4795,M1844,161893.9415109723,DEBIT,GB,ZA
C8873,M3471,367203.6356966125,PAYMENT,FR,JP
C7819,M3070,822316.4745216097,PAYMENT,GB,JP
C7282,M2896,217310.58366408755,CASH_OUT,AU,GR
C1818,M5258,98287.3503909309,CREDIT,JP,FR
C5179,M5032,511529.37781476456,TRANSFER,ZA,US
C8041,M1594,505612.2204178909,DEBIT,JP,GR
C5273,M5841,599573.143552348,TRANSFER,JP,GB
C3666,M2306,61927.1803334069,TRANSFER,GB,GB
C3648,M2795,214047.0618248366,CASH_OUT,FR,AU
C4456,M8372,242241.467463963,PAYMENT,US,GR
C2470,M5403,902400.5727108681,DEBIT,ZA,US
C1200,M4224,979789.2336347532,CASH_OUT,JP,FR
C1281,M7557,810250.9616868076,PAYMENT,AU,JP
C7802,M6267,315259.23244963615,TRANSFER,BR,GR
C1294,M4541,525237.5668833436,CREDIT,IN,FR
C2400,M8933,458576.68082292366,DEBIT,US,JP
C6748,M5975,205203.92585708897,DEBIT,FR,GR
C4450,M3997,888778.7213170466,CREDIT,IN,AU
C2308,M7950,686639.3872111376,PAYMENT,AU,JP
C1488,M6595,635268.9424171466,DEBIT,GR,ZA
C6606,M1916,642782.4834471681,PAYMENT,US,JP
C4134,M8800,416474.1669865506,CASH_OUT,BR,JP
C7377,M4952,475116.9155418736,TRANSFER,BR,ZA
C7109,M2007,269565.57906781643,CASH_OUT,BR,US
C8359,M2915,44970.10548049233,TRANSFER,AU,IN
C4584,M8831,679759.3549991298,CASH_OUT,IN,AU
C5852,M7936,29910.106402414254,CASH_OUT,US,US
C4960,M8788,311428.18356066523,TRANSFER,BR,GB
C6622,M3005,800853.1688988599,TRANSFER,ZA,BR
C6836,M7770,878736.2470193263,TRANSFER,IN,GB
C8358,M6545,297944.7079514705,TRANSFER,BR,US
C6138,M4769,83089.56780248326,CASH_OUT,IN,FR
C6182,M4449,467924.71388354053,CASH_OUT,JP,AU
C1760,M1409,778375.6514115878,TRANSFER,IN,AU
C4660,M5491,607041.121565206,DEBIT,FR,IN
C5112,M5069,117867.51823557905,PAYMENT,GR,US
C5923,M8837,9765.158696210736,CASH_OUT,AU,IN
C8880,M4272,450620.2962546428,TRANSFER,JP,BR
C1264,M5732,778148.7368478983,DEBIT,BR,GB
C8535,M5460,672857.6152090668,CASH_OUT,GB,FR
C7361,M3595,475742.1844512937,CREDIT,FR,AU
C2362,M7270,249463.73674037406,CASH_OUT,US,AU
C6756,M2724,516691.91945576336,DEBIT,IN,FR
C1540,M5298,21346.228980431806,PAYMENT,AU,FR
C3702,M4512,216834.84414775082,DEBIT,FR,GR
C7764,M6159,667117.1226285986,CREDIT,JP,JP
C7837,M4057,652234.8983735373,CASH_OUT,AU,GB
C2042,M3561,964872.6388896293,PAYMENT,JP,US
C6455,M3766,625843.6774039795,PAYMENT,FR,GR
C8330,M7331,223693.95825845582,CREDIT,AU,BR
C6514,M6725,19369.510889436107,CREDIT,JP,US
C7288,M3623,367105.6511468678,TRANSFER,ZA,FR
C1667,M1608,459031.7706409077,CREDIT,AU,AU
C3661,M1327,285671.14704322815,PAYMENT,ZA,FR
C5567,M2431,259631.2786754201,TRANSFER,ZA,GR
C7402,M4042,492702.70385890926,DEBIT,AU,FR
C7108,M8063,425677.3086933955,DEBIT,AU,FR
C4576,M1699,671822.630392953,DEBIT,BR,ZA
C2217,M1689,538350.8712062801,PAYMENT,GB,US
C6023,M1665,438220.5868736792,PAYMENT,GB,GR
C3838,M4820,948150.8738636567,TRANSFER,GR,GR
C5181,M4284,227084.3826068016,CASH_OUT,AU,BR
C8029,M4045,759845.9393108416,DEBIT,FR,BR
C1158,M6414,173848.8436170115,CREDIT,IN,JP
C5815,M5082,593636.5345154022,TRANSFER,GB,JP
C7457,M2830,176151.02646026725,CREDIT,GR,FR
C7742,M7952,191653.87563069747,CREDIT,BR,GB
C8021,M4908,425094.607763382,TRANSFER,JP,IN
C8173,M5900,707293.8316165331,PAYMENT,AU,US
C2360,M1507,308754.70154492935,CASH_OUT,BR,GR
C5455,M7694,171169.72248150734,DEBIT,FR,IN
C7304,M4615,262636.6822428706,CREDIT,IN,BR
C8021,M6003,214378.64905778936,PAYMENT,GB,ZA
C8683,M7505,449847.72585928324,CASH_OUT,BR,IN
C3042,M7356,804514.5530450689,CREDIT,BR,BR
C2503,M8748,258702.78722199218,DEBIT,US,GB
C2406,M8711,616465.2876868208,CREDIT,ZA,JP
C4164,M4666,431768.09305607586,TRANSFER,GR,IN
C5107,M2706,959562.0775517502,TRANSFER,US,BR
C1965,M3973,693193.0078369075,TRANSFER,IN,JP
C1382,M6885,336982.5955734892,CREDIT,IN,US
C1567,M4776,113318.84757878828,CREDIT,AU,FR
C3558,M2577,546747.4233847058,DEBIT,AU,IN
C3559,M7398,866157.4996932683,TRANSFER,IN,GR
C1009,M5230,196754.8878430166,CASH_OUT,US,US
C2356,M8589,769538.8546580675,DEBIT,ZA,GB
C5622,M4451,912932.8228055979,CREDIT,AU,GR
C1104,M1050,757593.7520135698,CREDIT,FR,BR
C3017,M3182,442051.370457302,PAYMENT,AU,GB
C4750,M1859,34960.15098085694,CASH_OUT,JP,IN
C8765,M6419,486697.47753263253,PAYMENT,GR,FR
C7708,M3868,178118.71501448622,PAYMENT,IN,FR
C6863,M8348,84221.10128445699,PAYMENT,FR,US
C5821,M5145,520458.4961059281,PAYMENT,GR,JP
C5668,M5881,843082.9016083097,TRANSFER,ZA,JP
C7510,M5420,173979.1831565446,PAYMENT,BR,IN
C2174,M7711,509180.5733790768,PAYMENT,GR,IN
C1258,M5007,776010.6644029208,CREDIT,BR,FR
C2470,M8824,647524.4914974835,CREDIT,ZA,GB
C8427,M1187,919456.8749520268,CREDIT,GR,US
C2365,M1528,158588.63602792742,DEBIT,FR,GB
C1881,M5928,59782.79932317909,DEBIT,IN,FR
C4098,M3944,961393.5778662376,CREDIT,AU,ZA
C8198,M2130,772419.9860995997,CREDIT,AU,JP
C6621,M4605,407417.1921672552,CASH_OUT,GB,FR
C1096,M1670,448694.5821449177,TRANSFER,FR,JP
C3899,M3522,736540.3703632643,DEBIT,ZA,BR
C7823,M5253,367741.56107379484,PAYMENT,ZA,GB
C2409,M2609,137507.82277903668,PAYMENT,ZA,GB
C1483,M4202,87986.14502961427,TRANSFER,IN,GB
C8262,M7154,46880.1371518878,PAYMENT,ZA,JP
C7851,M3323,472779.28524088993,CREDIT,ZA,GR
C3636,M6438,175526.40839663858,DEBIT,ZA,GR
C7831,M4833,371476.7711225243,PAYMENT,GR,BR
C8338,M6023,66116.64645699297,DEBIT,ZA,GR
C1192,M1627,470336.22829139663,PAYMENT,GR,GB
C5979,M1806,308547.3508812213,CASH_OUT,IN,US
C3681,M4351,326557.5852362905,TRANSFER,ZA,JP
C1632,M6281,363423.41902993264,PAYMENT,GR,GB
C2983,M3871,212698.16491867029,DEBIT,BR,ZA
C4539,M7682,698524.7493074705,CREDIT,JP,ZA
C2949,M4592,227107.0803375263,CREDIT,GB,US
C6428,M7345,477539.0493702103,PAYMENT,GB,AU
C4769,M7247,615358.254023623,CASH_OUT,JP,BR
C5175,M8195,756699.2564187695,TRANSFER,US,GB
C4730,M3903,71846.47883829988,CASH_OUT,ZA,ZA
C7561,M5641,800616.2555019323,PAYMENT,BR,JP
C1777,M3445,690528.2303797932,CASH_OUT,US,US
C4778,M1260,308804.1148234389,TRANSFER,FR,ZA
C6382,M7778,447544.5564522083,CREDIT,JP,JP
C7566,M8023,777137.1417720222,DEBIT,JP,JP
C6052,M8766,871452.5805029343,DEBIT,BR,AU
C2720,M4263,58057.137830263164,PAYMENT,GB,JP
C7188,M1292,483672.09234235797,TRANSFER,GB,JP
C7568,M1250,584010.379646146,TRANSFER,US,BR
C1404,M2235,509869.28998118103,CREDIT,US,GR
C5666,M6371,529261.374034582,TRANSFER,AU,FR
C1478,M4193,215799.54610799937,CASH_OUT,BR,GB
C4540,M7098,968160.1870557511,DEBIT,AU,GB
C6727,M7000,733625.7414263985,PAYMENT,GR,AU
C8888,M5038,701679.4683401207,CREDIT,GB,IN
C5867,M2369,897005.294759087,CREDIT,JP,GB
C3671,M4577,770435.9687698457,CREDIT,BR,GR
C2558,M5318,239339.6145788348,CASH_OUT,ZA,US
C8964,M4212,871435.0167726364,PAYMENT,FR,AU
C1968,M6105,885909.5828225644,DEBIT,FR,US
C6758,M4325,549626.7693759289,CASH_OUT,IN,GB
C5319,M2420,744566.6502576745,CREDIT,IN,FR
C5244,M1189,752765.7480762207,CREDIT,FR,ZA
C5171,M1447,344445.8157014858,DEBIT,GB,US
C8811,M4273,877125.6606429422,CASH_OUT,FR,ZA
C7836,M6015,333112.4500969312,TRANSFER,GB,FR
C3633,M8545,480333.9370236786,CASH_OUT,FR,ZA
C3146,M8432,534269.2172310606,TRANSFER,GB,AU
C1839,M3722,785605.6297898428,TRANSFER,US,JP
C5841,M5465,606939.9662896829,DEBIT,ZA,US
C2563,M3468,242165.8266310887,TRANSFER,FR,JP
C7176,M8491,774750.1306910506,CASH_OUT,US,JP
C2410,M2529,799764.0676641902,DEBIT,GB,ZA
C8250,M6798,281308.8076900361,TRANSFER,US,GR
C2595,M6189,164498.25251957815,TRANSFER,GB,AU
C8861,M7069,774139.2136710542,PAYMENT,GR,AU
C2092,M2093,678557.1792389317,PAYMENT,GR,AU
C8883,M1410,393052.7064347357,CASH_OUT,US,GB
C1668,M4720,678865.0441672947,CASH_OUT,BR,GB
C8659,M1195,604060.4729625648,CASH_OUT,JP,AU
C1779,M4206,673761.224862681,DEBIT,GR,GR
C7383,M2293,958523.5882271802,PAYMENT,GR,BR
C6078,M1911,553343.6752343233,DEBIT,FR,FR
C4592,M7996,47501.64244131046,TRANSFER,GB,US
C2511,M7153,347235.9167383082,CASH_OUT,ZA,BR
C6558,M2354,848851.8009187944,CASH_OUT,FR,GR
C1546,M1638,715548.5503342502,CASH_OUT,AU,IN
C8120,M7649,450919.7589948826,TRANSFER,US,US
C1823,M7196,47569.56289414938,TRANSFER,FR,IN
C2890,M1352,197674.8746659865,CASH_OUT,BR,US
C3457,M7192,96174.15137656005,TRANSFER,US,GR
C1849,M4048,768348.1214527856,TRANSFER,GB,IN
C3741,M1702,686976.1347078448,TRANSFER,AU,BR
C8990,M1298,110690.68530580781,CREDIT,US,JP
C1339,M1857,877167.355240194,CASH_OUT,BR,GR
C1928,M1280,7656.603931368329,DEBIT,US,BR
C7583,M5653,635884.0154149899,DEBIT,BR,BR
C3978,M1539,875617.7582490338,TRANSFER,US,FR
C8143,M4452,312055.90796535125,CREDIT,BR,GB
C8682,M1878,723616.6684838465,PAYMENT,GR,GB
C6563,M5155,50980.850364803526,CASH_OUT,FR,IN
C1666,M2237,25054.864997782304,DEBIT,BR,US
C1730,M7372,918524.5924237112,CASH_OUT,JP,BR
C6311,M5664,391827.45470722986,CREDIT,BR,ZA
C2425,M3078,49102.54074946643,TRANSFER,AU,JP
C5304,M8312,239751.5711053162,CREDIT,ZA,BR
C3262,M3994,478886.2739571634,TRANSFER,BR,IN
C3947,M6616,108344.93197480083,DEBIT,GR,ZA
C6442,M5404,449639.99597268703,PAYMENT,GB,AU
C8767,M8329,697340.6841447575,CREDIT,JP,JP
C7166,M6970,752276.1596488936,PAYMENT,ZA,JP
C5635,M6849,453018.63210035744,CASH_OUT,FR,ZA
C8763,M7127,973573.4415199063,PAYMENT,BR,US
C5500,M8316,138393.91276466445,DEBIT,BR,BR
C5125,M1421,2836.405803219995,TRANSFER,JP,US
C1690,M2293,464622.8097394653,CREDIT,BR,AU
C1427,M1388,655079.9909022193,PAYMENT,IN,AU
C1086,M7777,332375.9103907627,PAYMENT,JP,AU
C5848,M4866,949982.9964490423,CREDIT,GR,JP
C5785,M6041,805226.2165989534,TRANSFER,IN,BR
C3208,M7999,289691.18251824134,PAYMENT,GR,FR
C2472,M2613,916682.4081052577,TRANSFER,US,US
C8032,M3452,879522.3854074737,TRANSFER,GB,GR
C6639,M3519,966827.5709442153,PAYMENT,FR,ZA
C5369,M3436,633253.969603228,TRANSFER,AU,IN
C4921,M5746,686916.0207218113,DEBIT,JP,GB
C7557,M7423,575853.3409183,PAYMENT,GR,US
C3646,M8601,253846.18355477264,CREDIT,GB,ZA
C3078,M7001,383181.2920827126,CASH_OUT,AU,US
C5215,M6992,912250.0260353866,CASH_OUT,AU,US
C4079,M3269,703496.5973809654,DEBIT,AU,FR
C2525,M7214,904282.3638324813,CREDIT,ZA,IN
C7420,M8712,264231.5952970649,DEBIT,GB,JP
C6120,M7051,828278.3884049967,DEBIT,JP,AU
C2977,M4252,893145.9125056203,DEBIT,FR,BR
C2420,M6361,704810.6178453371,CREDIT,ZA,AU
C1290,M8217,365701.70038820314,CASH_OUT,GB,IN
C4867,M8243,594729.3603064899,CASH_OUT,JP,GB
C8920,M3609,541701.0809452772,TRANSFER,US,FR
C1403,M6087,831809.141475071,TRANSFER,IN,IN
C7207,M1530,552640.3273442091,CREDIT,ZA,AU
C7997,M3133,199530.0398105787,TRANSFER,GB,IN
C5086,M2281,8434.139046115457,CREDIT,US,IN
C4677,M2521,51674.01867771571,TRANSFER,GR,IN
C3597,M4468,949079.6380728326,TRANSFER,JP,IN
C2659,M2770,685333.3472570933,CASH_OUT,AU,US
C2570,M5727,684207.7991981517,DEBIT,GB,IN
C6162,M1439,967065.411294534,TRANSFER,ZA,US
C5583,M5836,635570.3614545022,DEBIT,IN,AU
C8495,M4947,702641.699473738,DEBIT,IN,IN
C5133,M1612,852602.3641270375,DEBIT,GR,AU
C5503,M1729,84060.00331134585,CASH_OUT,GB,FR
C3139,M6486,346086.7136186921,DEBIT,GB,FR
C2435,M3206,620136.7349642768,PAYMENT,ZA,JP
C3449,M7081,245886.63543283325,PAYMENT,GR,ZA
C3001,M3365,172235.39763773337,PAYMENT,IN,GB
C5217,M5393,758299.8300770007,DEBIT,IN,GB
C1207,M2018,442986.3952572303,CASH_OUT,FR,AU
C2675,M6065,456521.86494925886,CREDIT,JP,US
C6343,M7267,3532.806585233393,CASH_OUT,AU,AU
C5718,M5303,156651.83190711465,DEBIT,IN,ZA
C1671,M2849,265391.8523373873,CREDIT,IN,ZA
C8487,M1049,805395.0611775207,CASH_OUT,AU,US
C2179,M6294,340726.324856782,DEBIT,US,US
C7009,M6984,105634.1107789804,TRANSFER,BR,ZA
C7068,M6373,920283.6987010423,PAYMENT,AU,GR
C4595,M3286,16113.07693615585,CASH_OUT,ZA,GB
C7429,M7611,382171.52642918355,CREDIT,IN,IN
C2521,M8438,572889.88715009,CASH_OUT,JP,GR
C4772,M2089,513270.5589846967,CASH_OUT,ZA,US
C4850,M1102,588357.865934746,DEBIT,GB,FR
C1773,M4270,431843.57569023315,TRANSFER,FR,FR
C7209,M5790,65159.91582774991,TRANSFER,AU,IN
C6204,M1640,986867.4901485755,CREDIT,ZA,GR
C1739,M1214,162120.5666070443,CASH_OUT,JP,FR
C7328,M6560,47896.99258122056,CREDIT,FR,FR
C2164,M3881,218781.6728771858,CASH_OUT,US,BR
C7049,M1990,209230.6945638808,DEBIT,JP,US
C4379,M4648,384079.277484319,CREDIT,GB,IN
C2565,M2505,779007.224420428,CASH_OUT,ZA,GB
C7678,M3566,880775.346142886,CASH_OUT,GB,US
C4951,M2757,749912.8471932136,DEBIT,GR,BR
C5762,M6161,11203.185899007856,DEBIT,US,JP
C8486,M3937,626849.8558866078,CASH_OUT,BR,FR
C1490,M8916,414000.8763988293,PAYMENT,FR,BR
C1631,M4182,960646.8467649728,PAYMENT,ZA,GB
C3705,M6444,884924.9275417136,CASH_OUT,ZA,BR
C4154,M8608,815767.134138189,DEBIT,GB,BR
C8615,M4181,363680.07531916647,TRANSFER,FR,FR
C4281,M7900,935115.2471245824,TRANSFER,JP,US
C2780,M7363,918071.3035392102,DEBIT,GR,AU
C4264,M1766,684891.5066668554,PAYMENT,IN,AU
C2825,M7521,850108.3283726552,TRANSFER,GB,AU
C5215,M4725,489190.39310860774,CASH_OUT,GR,US
C7647,M2362,148571.4783626066,CREDIT,GB,IN
C8021,M8642,821322.1452748548,DEBIT,BR,GB
C5808,M4921,617461.4769711561,DEBIT,US,ZA
C2241,M2717,343310.8379264619,TRANSFER,GB,BR
C3424,M6252,441845.378445114,TRANSFER,IN,GR
C6112,M5722,64618.21919414958,TRANSFER,ZA,IN
C5408,M4506,811346.3250840412,TRANSFER,US,BR
C6074,M8918,872125.727745486,TRANSFER,GR,ZA
C2088,M1478,521014.40160470316,CASH_OUT,US,IN
C4937,M8715,423874.48254201794,DEBIT,FR,GB
C4019,M2811,910565.028274576,DEBIT,ZA,FR
C3836,M1338,539306.1254006795,PAYMENT,JP,BR
C4272,M8001,975849.3014035083,PAYMENT,US,IN
C6265,M7290,753986.3271695037,CREDIT,IN,GB
C2682,M1722,523844.8087990946,CREDIT,US,GR
C2914,M6720,286396.90851027815,CASH_OUT,IN,BR
C6319,M2534,510184.575817674,TRANSFER,AU,GB
C1675,M3342,86097.23296043124,PAYMENT,GR,IN
C4659,M6753,326714.4274594111,CREDIT,JP,JP
C5041,M8749,474379.05073485983,CREDIT,AU,GR
C3073,M8040,743314.8613067222,TRANSFER,BR,JP
C3914,M6611,674299.2061088001,TRANSFER,AU,JP
C8950,M3787,493148.3423572487,CASH_OUT,AU,US
C7106,M5783,255165.47040115442,PAYMENT,AU,IN
C6282,M8987,566873.3154347003,TRANSFER,IN,ZA
C4622,M7712,7846.764375460395,DEBIT,GB,BR
C5964,M4117,788331.1940334613,CREDIT,BR,JP
C3347,M6120,636318.0643359164,CASH_OUT,JP,GR
C1925,M6826,372622.674962161,PAYMENT,FR,GR
C7035,M2219,926693.4764942813,DEBIT,US,FR
C3241,M6400,557583.0912064525,CREDIT,AU,AU
C4608,M8277,289057.6419621496,DEBIT,BR,JP
C1826,M3896,571416.4409719226,PAYMENT,GB,IN
C5986,M8828,942926.1729776148,CREDIT,BR,US
C5819,M6423,437142.6223901501,PAYMENT,AU,GR
C4215,M6931,951293.2493907938,TRANSFER,FR,GR
C6175,M1636,707911.0626035718,CREDIT,FR,JP
C5180,M6520,365968.11175397784,DEBIT,ZA,ZA
C1616,M7884,46602.72367894505,CASH_OUT,FR,AU
C5941,M8025,184912.11797664422,CREDIT,IN,IN
C7810,M5203,546574.8666839654,DEBIT,US,US
C5188,M1344,919025.9269554828,CASH_OUT,JP,IN
C8952,M4799,383711.9783114554,DEBIT,IN,ZA
C2144,M4117,139067.21181257928,TRANSFER,IN,US
C2270,M4128,355109.5842021972,TRANSFER,IN,BR
C1534,M2434,792015.0915575487,CREDIT,GR,BR
C8395,M5286,593795.7243748107,CASH_OUT,AU,FR
